Microsoft Windows ME (Version 4.90)
Microsoft Windows 98 (Version 4.10)
Microsoft Windows 95 (Version 4.0)
Microsoft Windows NT 4 (Version 4.0)
Microsoft Windows 98SE (Version 4.10)
OS/2 Warp
BeOS
