Microsoft Windows 3.11
Microsoft Windows 95
Microsoft Windows 98
Microsoft Windows 98 SE
Microsoft Windows ME
Microsoft Windows XP (Version 5.1 )
Microsoft Windows XP 64-Bit (Version 5.2)
Microsoft Windows 2000 (Version 5.0)
Microsoft Windows ME (Version 4.90)
Microsoft Windows 98 (Version 4.10)
Microsoft Windows 95 (Version 4.0)
Microsoft Windows NT 4 (Version 4.0)
Microsoft Windows 98SE (Version 4.10)
Microsoft Windows Vista (Version 6.0)
Microsoft Windows Server 2008 (Version 6.0)
Microsoft Windows Server 2008 R2 (Version 6.1)
Microsoft Windows Server 2003 (Version 5.2)
Microsoft Windows Server 2012 (Version 6.2)
Microsoft Windows Server 2012 R2 (Version 6.3)
Microsoft Windows 8 (Version 6.2)
Microsoft Windows 8.1 (Version 6.3)
Microsoft Windows 10 (Version 10.0)
Microsoft Windows 7 (Version 6.1)
Microsoft Windows Server SBS 2011 (Version 6.1)
Microsoft Windows XP for embedded devices
